,uri,label,kind,inscription_of,position,start_pos,end_pos,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 III H.44,faust://document/faustedition/2_III_H.44,2 III H.44,Witness,,372,99,1102,208,,,,,,,,380
1 H.16,faust://document/faustedition/1_H.16,1 H.16,Witness,,373,8,1103,207,,,,,,,,19
2 V H.24 i_v,faust://inscription/faustedition/2_V_H.24/i_v,2 V H.24 i_v,Inscription,2 V H.24,374,666,1104,213,,,,,,,,82
2 V H.31a,faust://document/faustedition/2_V_H.31a,2 V H.31a,Witness,,375,568,1105,211,,,,,,,,533
2 III H.19,faust://document/faustedition/2_III_H.19,2 III H.19,Witness,,376,38,1106,219,,,,,,,,346
2 III H.27 i_v,faust://inscription/faustedition/2_III_H.27/i_v,2 III H.27 i_v,Inscription,2 III H.27,377,601,1107,212,,,,,,,,88
2 III H.14,faust://document/faustedition/2_III_H.14,2 III H.14,Witness,,378,33,1108,223,,,,,,,,341
2 III H.49 i_uebrige,faust://inscription/faustedition/2_III_H.49/i_uebrige,2 III H.49 i_uebrige,Inscription,2 III H.49,379,607,1109,216,,,,,,,,74
2 III H.41,faust://document/faustedition/2_III_H.41,2 III H.41,Witness,,380,93,1110,219,,,,,,,,376
H P188,faust://document/faustedition/H_P188,H P188,Witness,,381,881,1111,221,,,,,,,,642
H P195,faust://document/faustedition/H_P195,H P195,Witness,,382,889,1112,229,,,,,,,,648
2 III H.1,faust://document/faustedition/2_III_H.1,2 III H.1,Witness,,383,26,1113,315,,,,,,,,305
2 V H.11,faust://document/faustedition/2_V_H.11,2 V H.11,Witness,,384,534,1114,232,,,,,,,,506
2 V H.15,faust://document/faustedition/2_V_H.15,2 V H.15,Witness,,385,543,1115,230,,,,,,,,513
2 V H.20,faust://document/faustedition/2_V_H.20,2 V H.20,Witness,,386,553,1116,230,,,,,,,,520
2 V H.21,faust://document/faustedition/2_V_H.21,2 V H.21,Witness,,387,554,1117,239,,,,,,,,521
2 V H.22,faust://document/faustedition/2_V_H.22,2 V H.22,Witness,,388,555,1118,231,,,,,,,,522
2 V H.25,faust://document/faustedition/2_V_H.25,2 V H.25,Witness,,389,558,1119,233,,,,,,,,525
2 V H.27,faust://document/faustedition/2_V_H.27,2 V H.27,Witness,,390,562,1120,233,,,,,,,,528
2 V H.28,faust://document/faustedition/2_V_H.28,2 V H.28,Witness,,391,563,1121,240,,,,,,,,529
2 V H.29,faust://document/faustedition/2_V_H.29,2 V H.29,Witness,,392,564,1122,240,,,,,,,,530
2 V H.3,faust://document/faustedition/2_V_H.3,2 V H.3,Witness,,393,565,1123,242,,,,,,,,498
2 V H.30,faust://document/faustedition/2_V_H.30,2 V H.30,Witness,,394,566,1124,239,,,,,,,,531
2 V H.32,faust://document/faustedition/2_V_H.32,2 V H.32,Witness,,395,569,1125,232,,,,,,,,534
2 V H.5,faust://document/faustedition/2_V_H.5,2 V H.5,Witness,,396,591,1126,235,,,,,,,,500
2 V H.6,faust://document/faustedition/2_V_H.6,2 V H.6,Witness,,397,592,1127,243,,,,,,,,501
2 III H.11,faust://document/faustedition/2_III_H.11,2 III H.11,Witness,,398,28,1128,234,,,,,,,,337
2 III H.12,faust://document/faustedition/2_III_H.12,2 III H.12,Witness,,399,29,1129,243,,,,,,,,338
2 III H.17,faust://document/faustedition/2_III_H.17,2 III H.17,Witness,,400,36,1130,261,,,,,,,,344
2 III H.30,faust://document/faustedition/2_III_H.30,2 III H.30,Witness,,401,70,1131,240,,,,,,,,363
2 III H.34,faust://document/faustedition/2_III_H.34,2 III H.34,Witness,,402,76,1132,233,,,,,,,,368
2 III H.36,faust://document/faustedition/2_III_H.36,2 III H.36,Witness,,403,80,1133,232,,,,,,,,370
2 III H.6:2,faust://document/faustedition/2_III_H.6_2,2 III H.6:2,Witness,,404,179,1134,233,,,,,,,,323
2 V H.10,faust://document/faustedition/2_V_H.10,2 V H.10,Witness,,405,533,1135,234,,,,,,,,505
2 V H.15b,faust://document/faustedition/2_V_H.15b,2 V H.15b,Witness,,406,545,1136,232,,,,,,,,515
2 V H.23,faust://document/faustedition/2_V_H.23,2 V H.23,Witness,,407,556,1137,235,,,,,,,,523
2 V H.7,faust://document/faustedition/2_V_H.7,2 V H.7,Witness,,408,593,1138,247,,,,,,,,502
2 V H.9,faust://document/faustedition/2_V_H.9,2 V H.9,Witness,,409,595,1139,234,,,,,,,,504
2 III H.5 i_r_r,faust://inscription/faustedition/2_III_H.5/i_r_r,2 III H.5 i_r_r,Inscription,2 III H.5,410,608,1140,232,,,,,,,,58
2 III H.5 i_uebrige,faust://inscription/faustedition/2_III_H.5/i_uebrige,2 III H.5 i_uebrige,Inscription,2 III H.5,411,609,1141,231,,,,,,,,69
2 III H.5,faust://document/faustedition/2_III_H.5,2 III H.5,Witness,,412,120,1142,234,,,,,,,,320
2 III H.8 i_r,faust://inscription/faustedition/2_III_H.8/i_r,2 III H.8 i_r,Inscription,2 III H.8,413,619,1143,232,,,,,,,,44
2 II H.5 i_v,faust://inscription/faustedition/2_II_H.5/i_v,2 II H.5 i_v,Inscription,2 II H.5,414,623,1144,231,,,,,,,,76
2 II H.5,faust://document/faustedition/2_II_H.5,2 II H.5,Witness,,415,286,1145,234,,,,,,,,222
2 V H.15a i_r_g,faust://inscription/faustedition/2_V_H.15a/i_r_g,2 V H.15a i_r_g,Inscription,2 V H.15a,416,658,1146,231,,,,,,,,55
2 V H.15a,faust://document/faustedition/2_V_H.15a,2 V H.15a,Witness,,417,544,1147,237,,,,,,,,514
2 V H.4 i_uebrige,faust://inscription/faustedition/2_V_H.4/i_uebrige,2 V H.4 i_uebrige,Inscription,2 V H.4,418,695,1148,238,,,,,,,,67
2 V H.4,faust://document/faustedition/2_V_H.4,2 V H.4,Witness,,419,590,1149,242,,,,,,,,499
2 V H.8 i_uebrige,faust://inscription/faustedition/2_V_H.8/i_uebrige,2 V H.8 i_uebrige,Inscription,2 V H.8,420,700,1150,243,,,,,,,,68
2 V H.8,faust://document/faustedition/2_V_H.8,2 V H.8,Witness,,421,594,1151,243,,,,,,,,503
gsa_2: GSA_25_W_1575,faust://document/gsa_2/GSA_25_W_1575,gsa_2: GSA_25_W_1575,UnknownRef,,422,799,1152,231,,,,,,,,676
H P163,faust://document/faustedition/H_P163,H P163,Witness,,423,855,1153,232,,,,,,,,628
H P93,faust://document/faustedition/H_P93,H P93,Witness,,424,931,1154,234,,,,,,,,591
2 V H.24 i_r,faust://inscription/faustedition/2_V_H.24/i_r,2 V H.24 i_r,Inscription,2 V H.24,425,665,1155,233,,,,,,,,53
2 V H.24,faust://document/faustedition/2_V_H.24,2 V H.24,Witness,,426,557,1156,238,,,,,,,,524
2 III H.13,faust://document/faustedition/2_III_H.13,2 III H.13,Witness,,427,32,1157,240,,,,,,,,340
2 III H.8 i_v,faust://inscription/faustedition/2_III_H.8/i_v,2 III H.8 i_v,Inscription,2 III H.8,428,620,1158,238,,,,,,,,86
2 III H.8,faust://document/faustedition/2_III_H.8,2 III H.8,Witness,,429,200,1159,242,,,,,,,,330
2 V H.13 i_r,faust://inscription/faustedition/2_V_H.13/i_r,2 V H.13 i_r,Inscription,2 V H.13,430,656,1160,241,,,,,,,,48
2 V H.12: … (2),faust://document/wa/2_V_H.12,2 V H.12: … (2),AmbiguousRef,,431,760,1161,241,,,,,,,,507
H P176a,faust://document/faustedition/H_P176a,H P176a,Witness,,432,871,1162,238,,,,,,,,637
inscription: wa P230,faust://inscription/wa/P230,inscription: wa P230,UnknownRef,,433,983,1163,238,,,,,,,,702
2 III H.31,faust://document/faustedition/2_III_H.31,2 III H.31,Witness,,434,71,1164,258,,,,,,,,364
2 III H.25a,faust://document/faustedition/2_III_H.25a,2 III H.25a,Witness,,435,54,1165,256,,,,,,,,358
2 V H.14,faust://document/faustedition/2_V_H.14,2 V H.14,Witness,,436,540,1166,263,,,,,,,,511
2 V H.13 i_v,faust://inscription/faustedition/2_V_H.13/i_v,2 V H.13 i_v,Inscription,2 V H.13,437,657,1167,257,,,,,,,,79
2 V H.13,faust://document/faustedition/2_V_H.13,2 V H.13,Witness,,438,539,1168,264,,,,,,,,510
H P140,faust://document/faustedition/H_P140,H P140,Witness,,439,843,1169,261,,,,,,,,620
2 III H.27 i_r,faust://inscription/faustedition/2_III_H.27/i_r,2 III H.27 i_r,Inscription,2 III H.27,440,600,1170,262,,,,,,,,54
2 V H.17 i_v,faust://inscription/faustedition/2_V_H.17/i_v,2 V H.17 i_v,Inscription,2 V H.17,441,661,1171,267,,,,,,,,80
2 V H.17 i_r,faust://inscription/faustedition/2_V_H.17/i_r,2 V H.17 i_r,Inscription,2 V H.17,442,660,1172,263,,,,,,,,52
2 V H.17,faust://document/faustedition/2_V_H.17,2 V H.17,Witness,,443,547,1173,272,,,,,,,,517
2 III H.42,faust://document/faustedition/2_III_H.42,2 III H.42,Witness,,444,94,1174,268,,,,,,,,377
2 III H.27,faust://document/faustedition/2_III_H.27,2 III H.27,Witness,,445,57,1175,279,,,,,,,,360
2 III H.28,faust://document/faustedition/2_III_H.28,2 III H.28,Witness,,446,58,1176,272,,,,,,,,361
2 III H.29,faust://document/faustedition/2_III_H.29,2 III H.29,Witness,,447,59,1177,273,,,,,,,,362
2 III H.38,faust://document/faustedition/2_III_H.38,2 III H.38,Witness,,448,84,1178,270,,,,,,,,373
2 III H.39,faust://document/faustedition/2_III_H.39,2 III H.39,Witness,,449,85,1179,268,,,,,,,,374
2 III H.40,faust://document/faustedition/2_III_H.40,2 III H.40,Witness,,450,92,1180,268,,,,,,,,375
H P164a,faust://document/faustedition/H_P164a,H P164a,Witness,,451,859,1181,271,,,,,,,,629
2 III H.23d,faust://document/faustedition/2_III_H.23d,2 III H.23d,Witness,,452,49,1182,293,,,,,,,,354
2 III H.2a:1,faust://document/faustedition/2_III_H.2a_1,2 III H.2a:1,Witness,,453,64,1183,298,,,,,,,,309
2 III H.2a:4,faust://document/faustedition/2_III_H.2a_4,2 III H.2a:4,Witness,,454,67,1184,297,,,,,,,,312
2 III H.2a:5,faust://document/faustedition/2_III_H.2a_5,2 III H.2a:5,Witness,,455,68,1185,295,,,,,,,,313
2 III H.8a,faust://document/faustedition/2_III_H.8a,2 III H.8a,Witness,,456,208,1186,293,,,,,,,,331
2 III H.8b,faust://document/faustedition/2_III_H.8b,2 III H.8b,Witness,,457,209,1187,295,,,,,,,,332
2 III H.8c,faust://document/faustedition/2_III_H.8c,2 III H.8c,Witness,,458,211,1188,293,,,,,,,,333
2 III H.9a,faust://document/faustedition/2_III_H.9a,2 III H.9a,Witness,,459,213,1189,293,,,,,,,,335
H P166a,faust://document/faustedition/H_P166a,H P166a,Witness,,460,862,1190,301,,,,,,,,631
2 III H.59a,faust://document/faustedition/2_III_H.59a,2 III H.59a,Witness,,461,148,1191,328,,,,,,,,414
2 V H.26a,faust://document/faustedition/2_V_H.26a,2 V H.26a,Witness,,462,561,1192,333,,,,,,,,527
2 I H.1,faust://document/faustedition/2_I_H.1,2 I H.1,Witness,,463,401,1193,331,,,,,,,,123
2 III H.58 i_v,faust://inscription/faustedition/2_III_H.58/i_v,2 III H.58 i_v,Inscription,2 III H.58,464,611,1194,335,,,,,,,,87
1 H.1,faust://document/faustedition/1_H.1,1 H.1,Witness,,465,1,1195,337,,,,,,,,4
1 H.6,faust://document/faustedition/1_H.6,1 H.6,Witness,,466,14,1196,345,,,,,,,,9
D.4,faust://bibliography/D.4,D.4,UnknownRef,,467,794,1197,350,,,,,,,,671
D.4α ,faust://bibliography/D.4alpha,D.4α ,UnknownRef,,468,795,1198,350,,,,,,,,672
2 III H.60 i_uebrige,faust://inscription/faustedition/2_III_H.60/i_uebrige,2 III H.60 i_uebrige,Inscription,2 III H.60,469,614,1199,372,,,,,,,,75
2 I H.9e*,faust://document/faustedition/2_I_H.9e_,2 I H.9e*,Witness,,470,510,1200,372,,,,,,,,138
2 I H.9h,faust://document/faustedition/2_I_H.9h,2 I H.9h,Witness,,471,515,1201,372,,,,,,,,141
2 I H.9i*,faust://document/faustedition/2_I_H.9i_,2 I H.9i*,Witness,,472,516,1202,376,,,,,,,,142
2 III H.3,faust://document/faustedition/2_III_H.3,2 III H.3,Witness,,473,69,1203,383,,,,,,,,314
H P176 Var i_r,faust://inscription/faustedition/H_P176_Var/i_r,H P176 Var i_r,Inscription,H P176 Var,474,945,1204,374,,,,,,,,686
H P176 Var,faust://document/faustedition/H_P176_Var,H P176 Var,Witness,,475,870,1205,374,,,,,,,,636
1 H.17,faust://document/faustedition/1_H.17,1 H.17,Witness,,476,9,1206,378,,,,,,,,20
2 III H.0,faust://document/faustedition/2_III_H.0,2 III H.0,Witness,,477,25,1207,381,,,,,,,,304
2 III H.72,faust://document/faustedition/2_III_H.72,2 III H.72,Witness,,478,182,1208,384,,,,,,,,436
2 III H.53,faust://document/faustedition/2_III_H.53,2 III H.53,Witness,,479,130,1209,386,,,,,,,,402
2 III H.45,faust://document/faustedition/2_III_H.45,2 III H.45,Witness,,480,101,1210,385,,,,,,,,382
2 III H.79,faust://document/faustedition/2_III_H.79,2 III H.79,Witness,,481,194,1211,387,,,,,,,,447
2 III H.2: … (2),faust://document/wa/2_III_H.2,2 III H.2: … (2),AmbiguousRef,,482,724,1212,502,,,,,,,,306
2 III H.43,faust://document/faustedition/2_III_H.43,2 III H.43,Witness,,483,98,1213,388,,,,,,,,379
2 III H.48a,faust://document/faustedition/2_III_H.48a,2 III H.48a,Witness,,484,113,1214,385,,,,,,,,390
2 III H.55,faust://document/faustedition/2_III_H.55,2 III H.55,Witness,,485,133,1215,385,,,,,,,,404
2 III H.57,faust://document/faustedition/2_III_H.57,2 III H.57,Witness,,486,141,1216,387,,,,,,,,409
2 III H.78a,faust://document/faustedition/2_III_H.78a,2 III H.78a,Witness,,487,193,1217,385,,,,,,,,446
2 V H.2,faust://document/faustedition/2_V_H.2,2 V H.2,Witness,,488,551,1218,446,,,,,,,,497
2 III H.49 i_r_u,faust://inscription/faustedition/2_III_H.49/i_r_u,2 III H.49 i_r_u,Inscription,2 III H.49,489,606,1219,385,,,,,,,,59
2 III H.49,faust://document/faustedition/2_III_H.49,2 III H.49,Witness,,490,114,1220,390,,,,,,,,391
2 III H.58 i_r,faust://inscription/faustedition/2_III_H.58/i_r,2 III H.58 i_r,Inscription,2 III H.58,491,610,1221,387,,,,,,,,51
2 III H.58,faust://document/faustedition/2_III_H.58,2 III H.58,Witness,,492,144,1222,395,,,,,,,,411
2 III H.59b i_uebrige,faust://inscription/faustedition/2_III_H.59b/i_uebrige,2 III H.59b i_uebrige,Inscription,2 III H.59b,493,612,1223,390,,,,,,,,71
2 III H.59b,faust://document/faustedition/2_III_H.59b,2 III H.59b,Witness,,494,149,1224,394,,,,,,,,415
2 V H.31 i_r_uebrige,faust://inscription/faustedition/2_V_H.31/i_r_uebrige,2 V H.31 i_r_uebrige,Inscription,2 V H.31,495,682,1225,386,,,,,,,,60
2 V H.31 i_v,faust://inscription/faustedition/2_V_H.31/i_v,2 V H.31 i_v,Inscription,2 V H.31,496,683,1226,387,,,,,,,,83
2 V H.31,faust://document/faustedition/2_V_H.31,2 V H.31,Witness,,497,567,1227,393,,,,,,,,532
2 III H.3a: … (2),faust://document/wa/2_III_H.III,2 III H.3a: … (2),AmbiguousRef,,498,739,1228,413,,,,,,,,315
H P167 i_v,faust://inscription/faustedition/H_P167/i_v,H P167 i_v,Inscription,H P167,499,944,1229,386,,,,,,,,691
H P167,faust://document/faustedition/H_P167,H P167,Witness,,500,864,1230,390,,,,,,,,632
2 III H.77,faust://document/faustedition/2_III_H.77,2 III H.77,Witness,,501,191,1231,389,,,,,,,,444
2 III H.7:5,faust://document/faustedition/2_III_H.7_5,2 III H.7:5,Witness,,502,199,1232,391,,,,,,,,329
2 III H.46,faust://document/faustedition/2_III_H.46,2 III H.46,Witness,,503,106,1233,398,,,,,,,,385
2 III H.47,faust://document/faustedition/2_III_H.47,2 III H.47,Witness,,504,110,1234,394,,,,,,,,388
H P84 ,faust://document/faustedition/H_P84,H P84 ,Witness,,505,927,1235,396,,,,,,,,589
H P168,faust://document/faustedition/H_P168,H P168,Witness,,506,865,1236,401,,,,,,,,633
2 III H.51,faust://document/faustedition/2_III_H.51,2 III H.51,Witness,,507,128,1237,405,,,,,,,,400
2 III H.46b,faust://document/faustedition/2_III_H.46b,2 III H.46b,Witness,,508,109,1238,402,,,,,,,,387
2 III H.50d,faust://document/faustedition/2_III_H.50d,2 III H.50d,Witness,,509,126,1239,406,,,,,,,,399
2 III H.2a:2,faust://document/faustedition/2_III_H.2a_2,2 III H.2a:2,Witness,,510,65,1240,416,,,,,,,,310
2 III H.2a:3,faust://document/faustedition/2_III_H.2a_3,2 III H.2a:3,Witness,,511,66,1241,415,,,,,,,,311
2 III H.54,faust://document/faustedition/2_III_H.54,2 III H.54,Witness,,512,132,1242,410,,,,,,,,403
2 III H.56,faust://document/faustedition/2_III_H.56,2 III H.56,Witness,,513,134,1243,415,,,,,,,,405
fischer_lamberg: 2_III_H.22_1,faust://document/fischer_lamberg/2_III_H.22_1,fischer_lamberg: 2_III_H.22_1,UnknownRef,,514,703,1244,411,,,,,,,,93
fischer_lamberg: 2_III_H.22_2,faust://document/fischer_lamberg/2_III_H.22_2,fischer_lamberg: 2_III_H.22_2,UnknownRef,,515,704,1245,412,,,,,,,,91
fischer_lamberg: 2_III_H.22_3,faust://document/fischer_lamberg/2_III_H.22_3,fischer_lamberg: 2_III_H.22_3,UnknownRef,,516,705,1246,411,,,,,,,,94
fischer_lamberg: 2_III_H.22_4,faust://document/fischer_lamberg/2_III_H.22_4,fischer_lamberg: 2_III_H.22_4,UnknownRef,,517,706,1247,411,,,,,,,,95
2 III H.71,faust://document/faustedition/2_III_H.71,2 III H.71,Witness,,518,181,1248,427,,,,,,,,435
2 III H.64,faust://document/faustedition/2_III_H.64,2 III H.64,Witness,,519,156,1249,429,,,,,,,,421
2 III H.67,faust://document/faustedition/2_III_H.67,2 III H.67,Witness,,520,173,1250,426,,,,,,,,430
2 III H.33a,faust://document/faustedition/2_III_H.33a,2 III H.33a,Witness,,521,75,1251,432,,,,,,,,367
2 III H.59,faust://document/faustedition/2_III_H.59,2 III H.59,Witness,,522,147,1252,434,,,,,,,,413
2 III H.7:3,faust://document/faustedition/2_III_H.7_3,2 III H.7:3,Witness,,523,197,1253,436,,,,,,,,327
2 III H.7:4,faust://document/faustedition/2_III_H.7_4,2 III H.7:4,Witness,,524,198,1254,439,,,,,,,,328
2 III H.7:1,faust://document/faustedition/2_III_H.7_1,2 III H.7:1,Witness,,525,195,1255,441,,,,,,,,324
2 III H.78,faust://document/faustedition/2_III_H.78,2 III H.78,Witness,,526,192,1256,443,,,,,,,,445
2 III H.70,faust://document/faustedition/2_III_H.70,2 III H.70,Witness,,527,180,1257,449,,,,,,,,434
H P123.1,faust://document/faustedition/H_P123.1,H P123.1,Witness,,528,822,1258,447,,,,,,,,607
2 III H.4,faust://document/faustedition/2_III_H.4,2 III H.4,Witness,,529,91,1259,451,,,,,,,,319
2 III H.60,faust://document/faustedition/2_III_H.60,2 III H.60,Witness,,530,151,1260,455,,,,,,,,417
fischer_lamberg: P170a i_1_o,faust://inscription/fischer_lamberg/P170a/i_1_o,fischer_lamberg: P170a i_1_o,Inscription,fischer_lamberg: P170a,531,964,1261,454,,,,,,,,700
fischer_lamberg: P170a,faust://document/fischer_lamberg/P170a,fischer_lamberg: P170a,UnknownRef,,532,963,1262,456,,,,,,,,699
2 III H.50a,faust://document/faustedition/2_III_H.50a,2 III H.50a,Witness,,533,123,1263,459,,,,,,,,396
H P78,faust://document/faustedition/H_P78,H P78,Witness,,534,921,1264,473,,,,,,,,585
2 H,faust://document/faustedition/2_H,2 H,Witness,,535,24,1265,658,,,,,,,,117
2 III H.75 … (2),faust://document/fischer_lamberg/2_III_H.75a,2 III H.75 … (2),AmbiguousRef,,536,708,1266,488,,,,,,,,440
2 III H.75b,faust://document/faustedition/2_III_H.75b,2 III H.75b,Witness,,537,188,1267,489,,,,,,,,442
2 III H.3b,faust://document/faustedition/2_III_H.3b,2 III H.3b,Witness,,538,90,1268,492,,,,,,,,318
H P99.1,faust://document/faustedition/H_P99.1,H P99.1,Witness,,539,935,1269,495,,,,,,,,595
H P99.2,faust://document/faustedition/H_P99.2,H P99.2,Witness,,540,936,1270,499,,,,,,,,596
H P123.2,faust://document/faustedition/H_P123.2,H P123.2,Witness,,541,823,1271,504,,,,,,,,608
H P123.5,faust://document/faustedition/H_P123.5,H P123.5,Witness,,542,828,1272,506,,,,,,,,611
H P101a,faust://document/faustedition/H_P101a,H P101a,Witness,,543,811,1273,512,,,,,,,,598
2 III H.73,faust://document/faustedition/2_III_H.73,2 III H.73,Witness,,544,183,1274,515,,,,,,,,437
2 III H.74,faust://document/faustedition/2_III_H.74,2 III H.74,Witness,,545,184,1275,523,,,,,,,,438
2 II H.4,faust://document/faustedition/2_II_H.4,2 II H.4,Witness,,546,268,1276,524,,,,,,,,220
